,objective_name,solver_name,data_name,idx_rep,stop_val,time,objective_value,objective_sparsity,objective_opt_violation,env-OMP_NUM_THREADS,platform,platform-architecture,platform-release,platform-version,system-cpus,system-processor,system-ram (GB),version-cuda,version-numpy,version-scipy
848,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],2,19,0.21523422980681062,0.08982871716517538,1872,0.06311249799519537,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
849,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],2,28,0.2814202499575913,0.08149384610911121,1711,0.04321714211173603,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
850,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],2,42,0.35877252789214253,0.07574589515174796,1542,0.027611903573819686,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
851,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],2,63,0.4800276570022106,0.07169022648964915,1177,0.024390491430391292,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
852,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],2,94,0.71322937682271,0.06615152107143034,769,0.010701718853118375,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
853,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],2,141,1.0127175827510655,0.062310345992741364,539,0.007867524507726167,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
854,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],2,211,1.498349224217236,0.05750726491251652,355,0.007051806543005776,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
855,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],2,316,2.116248009726405,0.051579838620672,765,0.007051633593198861,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
856,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],2,474,3.075548260938376,0.0503524785820958,848,0.018564067349696213,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
857,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],2,711,4.639118317980319,0.04940466478236015,543,0.005148248187268187,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
858,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],2,1066,6.4624158455990255,0.0487085503029092,1658,0.021883799645085564,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
859,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],2,1599,8.490972963627428,0.046593704828507436,63,0.0004999563990531822,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
860,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],2,2398,10.53486394090578,0.046398379017578976,61,0.002714937819632713,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
861,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],2,3597,13.458966176956892,0.046100980324003,56,5.34334218859103e-05,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
862,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],2,5395,17.501131602097303,0.046099100877603494,56,1.4950912620614517e-05,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
863,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],2,8092,24.589851862285286,0.04559668445903935,48,0.00017268842949431123,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
864,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],2,12138,45.87279933365062,0.0451896064146987,42,2.7528261475895377e-09,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
865,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],2,18207,92.8181660240516,0.045189606414697554,42,1.4627609085351183e-09,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
866,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],2,27310,163.69295379333198,0.045189606414697256,42,7.401765429289912e-10,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
867,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],2,40965,269.0801831269637,0.04518960641469719,42,2.2020263278569928e-10,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
868,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],3,0,0.0200490509159863,0.5,0,0.678563804032258,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
869,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],3,1,0.027295134030282497,0.2653150527858608,1943,0.32952667339893793,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
870,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],3,2,0.030749882105737925,0.20280741835659785,1936,0.24676213386885978,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
871,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],3,3,0.04191237594932318,0.16879982393670995,1958,0.19315085957668443,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
872,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],3,4,0.05194954900071025,0.15670827781826369,1955,0.16597849699098635,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
873,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],3,6,0.07418435718864202,0.13615335774711376,1941,0.13784119165428851,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
874,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],3,9,0.13685100432485342,0.11628537817375043,1954,0.10925178333101103,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
875,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],3,13,0.16891522286459804,0.10194180667569984,1905,0.10342359627389439,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
876,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],3,19,0.20071031479164958,0.08982871716517538,1872,0.06311249799519537,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
877,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],3,28,0.26702663488686085,0.08149384610911121,1711,0.04321714211173603,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
878,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],3,42,0.3525655269622803,0.07574589515174796,1542,0.027611903573819686,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
879,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],3,63,0.4382409290410578,0.07169022648964915,1177,0.024390491430391292,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
880,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],3,94,0.6964318971149623,0.06615152107143034,769,0.010701718853118375,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
881,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],3,141,1.0165109992958605,0.062310345992741364,539,0.007867524507726167,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
882,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],3,211,1.4515635278075933,0.05750726491251652,355,0.007051806543005776,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
883,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],3,316,2.146268771030009,0.051579838620672,765,0.007051633593198861,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
884,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],3,474,3.0481077251024544,0.0503524785820958,848,0.018564067349696213,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
885,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],3,711,4.493102089036256,0.04940466478236015,543,0.005148248187268187,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
886,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],3,1066,6.385704234242439,0.0487085503029092,1658,0.021883799645085564,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
887,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],3,1599,8.558694989886135,0.046593704828507436,63,0.0004999563990531822,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
888,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],3,2398,10.56225125072524,0.046398379017578976,61,0.002714937819632713,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
889,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],3,3597,13.590780415106565,0.046100980324003,56,5.34334218859103e-05,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
890,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],3,5395,17.876599334180355,0.046099100877603494,56,1.4950912620614517e-05,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
891,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],3,8092,24.795475920196623,0.04559668445903935,48,0.00017268842949431123,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
892,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],3,12138,45.87215982284397,0.0451896064146987,42,2.7528261475895377e-09,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
893,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],3,18207,93.15916906530038,0.045189606414697554,42,1.4627609085351183e-09,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
894,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],3,27310,164.08345666108653,0.045189606414697256,42,7.401765429289912e-10,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
895,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],3,40965,270.23203990375623,0.04518960641469719,42,2.2020263278569928e-10,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
896,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],4,0,0.012096836231648922,0.5,0,0.678563804032258,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
897,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],4,1,0.027308516670018435,0.2653150527858608,1943,0.32952667339893793,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
898,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],4,2,0.031198269687592983,0.20280741835659785,1936,0.24676213386885978,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
899,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],4,3,0.042358024045825005,0.16879982393670995,1958,0.19315085957668443,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
900,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],4,4,0.053431297186762094,0.15670827781826369,1955,0.16597849699098635,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
901,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],4,6,0.07472205488011241,0.13615335774711376,1941,0.13784119165428851,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
902,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],4,9,0.10783735010772943,0.11628537817375043,1954,0.10925178333101103,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
903,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],4,13,0.16844486584886909,0.10194180667569984,1905,0.10342359627389439,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
904,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],4,19,0.20437265513464808,0.08982871716517538,1872,0.06311249799519537,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
905,"MCP Regression[gamma=3,reg=0.01]",GIST,libsvm[dataset=colon-cancer],4,28,0.25539381988346577,0.08149384610911121,1711,0.04321714211173603,,Linux,x86_64,4.18.0-305.40.2.el8_4.x86_64,#1 SMP Tue Mar 8 14:29:54 EST 2022,10,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,187,Tesla V100-SXM2-16GB: cuda_11.4,"('1.21.6', 'blas=NO_ATLAS_INFO, lapack=lapack')",1.8.1
